Location Name,State Index,State Abbr,Total Pop,Income in the past 12 months below poverty level,"Below poverty level per 1,000 residents",Percent below poverty level,state,county
Petersburg Borough,Alaska,AK,3196,294,91.99,9.199,2,195
Richland County,North Dakota,ND,16329,1501,91.92,9.192,38,77
Island County,Washington,WA,80113,7362,91.9,9.19,53,29
Leavenworth County,Kansas,KS,78785,7238,91.87,9.187,20,103
Snohomish County,Washington,WA,758649,69695,91.87,9.187,53,61
Chesapeake city,Virginia,VA,233194,21418,91.85,9.185,51,550
Rappahannock County,Virginia,VA,7416,681,91.83,9.183,51,157
Phillips County,Kansas,KS,5484,503,91.72,9.172,20,147
Rankin County,Mississippi,MS,147930,13568,91.72,9.172,28,121
Kingsbury County,South Dakota,SD,5070,465,91.72,9.172,46,77
Meeker County,Minnesota,MN,23094,2116,91.63,9.163,27,93
Dearborn County,Indiana,IN,49552,4537,91.56,9.156,18,29
Honolulu County,Hawaii,HI,986999,90359,91.55,9.155,15,3
Clackamas County,Oregon,OR,394967,36160,91.55,9.155,41,5
Foster County,North Dakota,ND,3345,306,91.48,9.148,38,31
Comal County,Texas,TX,124234,11356,91.41,9.141,48,91
Ouray County,Colorado,CO,4651,425,91.38,9.138,8,91
Santa Clara County,California,CA,1885056,172213,91.36,9.136,6,85
Bedford County,Virginia,VA,76933,7028,91.35,9.135,51,19
Linn County,Iowa,IA,218076,19912,91.31,9.131,19,113
Johnson County,Indiana,IN,147567,13473,91.3,9.13,18,81
Sumter County,Florida,FL,113589,10343,91.06,9.106,12,119
Sutton County,Texas,TX,3936,358,90.96,9.096,48,435
O'Brien County,Iowa,IA,14055,1278,90.93,9.093,19,141
Olmsted County,Minnesota,MN,150104,13635,90.84,9.084,27,109
Divide County,North Dakota,ND,2369,215,90.76,9.076,38,23
Baltimore County,Maryland,MD,825666,74876,90.69,9.069,24,5
Poweshiek County,Iowa,IA,18622,1687,90.59,9.059,19,157
Buchanan County,Iowa,IA,21031,1905,90.58,9.058,19,19
Saunders County,Nebraska,NE,20946,1897,90.57,9.057,31,155
Chaffee County,Colorado,CO,18507,1673,90.4,9.04,8,15
Andrew County,Missouri,MO,17347,1568,90.39,9.039,29,3
Benton County,Iowa,IA,25720,2324,90.36,9.036,19,11
Washington County,Nebraska,NE,20338,1834,90.18,9.018,31,177
Mitchell County,Iowa,IA,10757,970,90.17,9.017,19,131
Dukes County,Massachusetts,MA,17137,1544,90.1,9.01,25,7
Clinton County,Illinois,IL,37858,3406,89.97,8.997,17,27
Orange County,Virginia,VA,34873,3136,89.93,8.993,51,137
Murray County,Minnesota,MN,8463,761,89.92,8.992,27,101
Gove County,Kansas,KS,2682,241,89.86,8.986,20,63
Traverse County,Minnesota,MN,3397,305,89.79,8.979,27,155
Wilson County,Tennessee,TN,125616,11266,89.69,8.969,47,189
Kodiak Island Borough,Alaska,AK,13918,1247,89.6,8.96,2,150
Adams County,Pennsylvania,PA,101759,9117,89.59,8.959,42,1
Albemarle County,Virginia,VA,104287,9341,89.57,8.957,51,3
Jefferson County,Kansas,KS,18880,1690,89.51,8.951,20,87
Clay County,Missouri,MO,233135,20867,89.51,8.951,29,47
Ransom County,North Dakota,ND,5457,487,89.24,8.924,38,73
Sitka City and Borough,Alaska,AK,8921,796,89.23,8.923,2,220
Pottawatomie County,Kansas,KS,22920,2045,89.22,8.922,20,149
Cameron Parish,Louisiana,LA,6739,601,89.18,8.918,22,23
Grant County,Oklahoma,OK,4497,401,89.17,8.917,40,53
Wilkin County,Minnesota,MN,6479,577,89.06,8.906,27,167
Kane County,Utah,UT,7216,642,88.97,8.897,49,25
Oconto County,Wisconsin,WI,37475,3334,88.97,8.897,55,83
Kewaunee County,Wisconsin,WI,20459,1817,88.81,8.881,55,61
St. Johns County,Florida,FL,218362,19372,88.72,8.872,12,109
Door County,Wisconsin,WI,27669,2451,88.58,8.858,55,29
Sullivan County,New Hampshire,NH,43051,3812,88.55,8.855,33,19
Outagamie County,Wisconsin,WI,181799,16096,88.54,8.854,55,87
Culpeper County,Virginia,VA,48952,4330,88.45,8.845,51,47
Union County,Pennsylvania,PA,45178,3991,88.34,8.834,42,119
Chickasaw County,Iowa,IA,12164,1073,88.21,8.821,19,37
Hamilton County,Nebraska,NE,9118,804,88.18,8.818,31,81
Newport County,Rhode Island,RI,82714,7292,88.16,8.816,44,5
Augusta County,Virginia,VA,74330,6550,88.12,8.812,51,15
Jackson County,Minnesota,MN,10163,895,88.06,8.806,27,63
Washington County,Iowa,IA,22115,1947,88.04,8.804,19,183
York County,Nebraska,NE,13842,1218,87.99,8.799,31,185
McMullen County,Texas,TX,671,59,87.93,8.793,48,311
Jasper County,Iowa,IA,36715,3227,87.89,8.789,19,99
Northampton County,Pennsylvania,PA,300520,26379,87.78,8.778,42,95
Lane County,Kansas,KS,1687,148,87.73,8.773,20,101
Meade County,South Dakota,SD,26840,2353,87.67,8.767,46,93
Putnam County,Indiana,IN,37626,3298,87.65,8.765,18,133
Green County,Wisconsin,WI,37050,3243,87.53,8.753,55,45
Wasatch County,Utah,UT,27895,2441,87.51,8.751,49,51
Cheyenne County,Kansas,KS,2679,234,87.35,8.735,20,23
Lincoln County,Wyoming,WY,18543,1616,87.15,8.715,56,23
Jersey County,Illinois,IL,22441,1954,87.07,8.707,17,83
Palo Alto County,Iowa,IA,9155,797,87.06,8.706,19,147
Mono County,California,CA,14051,1222,86.97,8.697,6,51
Fairfield County,Connecticut,CT,941618,81553,86.61,8.661,9,1
Auglaize County,Ohio,OH,45871,3973,86.61,8.661,39,11
Brown County,Illinois,IL,6836,591,86.45,8.645,17,9
Manassas city,Virginia,VA,41149,3557,86.44,8.644,51,683
Morris County,Kansas,KS,5694,492,86.41,8.641,20,127
Elk County,Pennsylvania,PA,31111,2688,86.4,8.64,42,47
Dutchess County,New York,NY,295905,25562,86.39,8.639,36,27
Arlington County,Virginia,VA,226092,19528,86.37,8.637,51,13
Butler County,Iowa,IA,14933,1289,86.32,8.632,19,23
Lake County,Illinois,IL,702890,60664,86.31,8.631,17,97
Middlesex County,New Jersey,NJ,831852,71749,86.25,8.625,34,23
Sheboygan County,Wisconsin,WI,115269,9942,86.25,8.625,55,117
Whitley County,Indiana,IN,33354,2876,86.23,8.623,18,183
Greeley County,Nebraska,NE,2447,211,86.23,8.623,31,77
Manassas Park city,Virginia,VA,15827,1364,86.18,8.618,51,685
Placer County,California,CA,370571,31932,86.17,8.617,6,61
Richland County,Montana,MT,11392,981,86.11,8.611,30,83
Kingman County,Kansas,KS,7697,662,86.01,8.601,20,95
Leelanau County,Michigan,MI,21764,1872,86.01,8.601,26,89
Tipton County,Indiana,IN,15447,1328,85.97,8.597,18,159
Pitkin County,Colorado,CO,17543,1507,85.9,8.59,8,97
Perry County,Pennsylvania,PA,45647,3921,85.9,8.59,42,99
Bon Homme County,South Dakota,SD,7001,601,85.84,8.584,46,9
Napa County,California,CA,140823,12086,85.82,8.582,6,55
Prince George County,Virginia,VA,37664,3231,85.78,8.578,51,149
Platte County,Nebraska,NE,32703,2803,85.71,8.571,31,141
Denton County,Texas,TX,754650,64613,85.62,8.562,48,121
Bottineau County,North Dakota,ND,6650,569,85.56,8.556,38,9
Pennington County,Minnesota,MN,14156,1211,85.55,8.555,27,113
Salem city,Virginia,VA,25290,2158,85.33,8.533,51,775
Franklin County,Vermont,VT,48625,4147,85.29,8.529,50,11
Douglas County,Minnesota,MN,36862,3141,85.21,8.521,27,41
Morton County,North Dakota,ND,29633,2521,85.07,8.507,38,59
Butler County,Nebraska,NE,8205,697,84.95,8.495,31,23
Sanborn County,South Dakota,SD,2349,199,84.72,8.472,46,111
Le Sueur County,Minnesota,MN,27650,2339,84.59,8.459,27,79
Plymouth County,Iowa,IA,24972,2111,84.53,8.453,19,149
Hillsborough County,New Hampshire,NH,404948,34231,84.53,8.453,33,11
Spotsylvania County,Virginia,VA,129181,10920,84.53,8.453,51,177
Pecos County,Texas,TX,15826,1334,84.29,8.429,48,371
Valdez-Cordova Census Area,Alaska,AK,9522,802,84.23,8.423,2,261
Saline County,Arkansas,AR,115577,9706,83.98,8.398,5,125
Bland County,Virginia,VA,6612,555,83.94,8.394,51,21
Lake County,Ohio,OH,229266,19231,83.88,8.388,39,85
Jefferson County,Montana,MT,11601,973,83.87,8.387,30,43
Dubois County,Indiana,IN,42345,3545,83.72,8.372,18,37
Shelby County,Alabama,AL,205951,17227,83.65,8.365,1,117
Dodge County,Wisconsin,WI,88404,7384,83.53,8.353,55,27
Columbia County,Wisconsin,WI,56650,4729,83.48,8.348,55,21
Ottawa County,Kansas,KS,6004,501,83.44,8.344,20,143
Nelson County,North Dakota,ND,3032,253,83.44,8.344,38,63
Fond du Lac County,Wisconsin,WI,101968,8497,83.33,8.333,55,39
Kingfisher County,Oklahoma,OK,15392,1279,83.1,8.31,40,73
Lac qui Parle County,Minnesota,MN,6916,574,83,8.3,27,73
Dundy County,Nebraska,NE,1823,151,82.83,8.283,31,57
Hughes County,South Dakota,SD,17518,1451,82.83,8.283,46,65
Converse County,Wyoming,WY,14223,1178,82.82,8.282,56,9
Broadwater County,Montana,MT,5692,471,82.75,8.275,30,7
Seward County,Nebraska,NE,17113,1413,82.57,8.257,31,159
Harris County,Georgia,GA,32992,2722,82.5,8.25,13,145
Roseau County,Minnesota,MN,15609,1286,82.39,8.239,27,135
Botetourt County,Virginia,VA,33192,2732,82.31,8.231,51,23
Merrimack County,New Hampshire,NH,147715,12150,82.25,8.225,33,13
Comanche County,Kansas,KS,1898,156,82.19,8.219,20,33
Butler County,Pennsylvania,PA,185974,15257,82.04,8.204,42,19
Gray County,Kansas,KS,6037,495,81.99,8.199,20,69
Dare County,North Carolina,NC,35187,2885,81.99,8.199,37,55
Mineral County,Colorado,CO,793,65,81.97,8.197,8,79
Mercer County,Ohio,OH,40886,3347,81.86,8.186,39,107
Bath County,Virginia,VA,4558,373,81.83,8.183,51,17
Cumberland County,Pennsylvania,PA,243838,19828,81.32,8.132,42,41
Kent County,Rhode Island,RI,164886,13400,81.27,8.127,44,3
Barnstable County,Massachusetts,MA,214703,17433,81.2,8.12,25,1
Fort Bend County,Texas,TX,683756,55523,81.2,8.12,48,157
Mills County,Iowa,IA,14841,1203,81.06,8.106,19,129
Dickey County,North Dakota,ND,5160,417,80.81,8.081,38,21
Jasper County,Illinois,IL,9592,775,80.8,8.08,17,79
Archer County,Texas,TX,8750,704,80.46,8.046,48,9
Jackson County,Kansas,KS,13365,1075,80.43,8.043,20,85
Campbell County,Wyoming,WY,48473,3898,80.42,8.042,56,5
McLeod County,Minnesota,MN,35926,2885,80.3,8.03,27,85
Phelps County,Nebraska,NE,9236,740,80.12,8.012,31,137
Powell County,Montana,MT,6928,555,80.11,8.011,30,77
Eagle County,Colorado,CO,52894,4237,80.1,8.01,8,37
Arthur County,Nebraska,NE,437,35,80.09,8.009,31,5
Addison County,Vermont,VT,36926,2955,80.02,8.002,50,1
Lake of the Woods County,Minnesota,MN,3901,312,79.98,7.998,27,77
Virginia Beach city,Virginia,VA,449733,35924,79.88,7.988,51,810
Jefferson County,Colorado,CO,558810,44629,79.86,7.986,8,59
Gloucester County,New Jersey,NJ,291286,23257,79.84,7.984,34,15
Rawlins County,Kansas,KS,2557,204,79.78,7.978,20,153
Polk County,Nebraska,NE,5242,418,79.74,7.974,31,143
Middlesex County,Massachusetts,MA,1567610,124652,79.52,7.952,25,17
Sheridan County,Wyoming,WY,29924,2378,79.47,7.947,56,33
Cherry County,Nebraska,NE,5781,458,79.23,7.923,31,31
Summit County,Utah,UT,39009,3084,79.06,7.906,49,43
Anchorage Municipality,Alaska,AK,299321,23652,79.02,7.902,2,20
Canadian County,Oklahoma,OK,129571,10237,79.01,7.901,40,17
Hayes County,Nebraska,NE,1013,80,78.97,7.897,31,85
Yakutat City and Borough,Alaska,AK,646,51,78.95,7.895,2,282
Florence County,Wisconsin,WI,4474,353,78.9,7.89,55,37
Traill County,North Dakota,ND,8075,637,78.89,7.889,38,97
Marin County,California,CA,259358,20445,78.83,7.883,6,41
Park County,Wyoming,WY,29083,2288,78.67,7.867,56,29
Boone County,Kentucky,KY,125656,9856,78.44,7.844,21,15
Hettinger County,North Dakota,ND,2639,207,78.44,7.844,38,41
Plymouth County,Massachusetts,MA,506657,39602,78.16,7.816,25,23
Midland County,Texas,TX,155817,12148,77.96,7.796,48,329
Warren County,New Jersey,NJ,107095,8334,77.82,7.782,34,41
James City County,Virginia,VA,71900,5595,77.82,7.782,51,95
Perry County,Missouri,MO,19152,1487,77.64,7.764,29,157
Roanoke County,Virginia,VA,93655,7270,77.63,7.763,51,161
Putnam County,Ohio,OH,34116,2648,77.62,7.762,39,137
Tazewell County,Illinois,IL,135400,10485,77.44,7.744,17,179
Jeff Davis County,Texas,TX,2221,172,77.44,7.744,48,243
Sublette County,Wyoming,WY,10032,775,77.25,7.725,56,35
Grant County,South Dakota,SD,7195,555,77.14,7.714,46,51
McHenry County,Illinois,IL,307083,23653,77.02,7.702,17,111
Edwards County,Texas,TX,2028,156,76.92,7.692,48,137
Warren County,Indiana,IN,8309,639,76.9,7.69,18,171
Hardin County,Iowa,IA,17324,1328,76.66,7.666,19,83
St. Mary's County,Maryland,MD,110675,8440,76.26,7.626,24,37
San Mateo County,California,CA,754748,57490,76.17,7.617,6,81
Harford County,Maryland,MD,249776,19012,76.12,7.612,24,25
Brown County,Minnesota,MN,25327,1925,76.01,7.601,27,15
Will County,Illinois,IL,685378,51976,75.84,7.584,17,197
Gloucester County,Virginia,VA,37021,2798,75.58,7.558,51,73
Monmouth County,New Jersey,NJ,627532,47318,75.4,7.54,34,25
Norton County,Kansas,KS,5558,419,75.39,7.539,20,137
Charles County,Maryland,MD,154357,11637,75.39,7.539,24,17
Campbell County,South Dakota,SD,1553,117,75.34,7.534,46,21
Powder River County,Montana,MT,1648,124,75.24,7.524,30,75
Woodford County,Illinois,IL,39123,2942,75.2,7.52,17,203
Hamlin County,South Dakota,SD,5995,449,74.9,7.49,46,57
Bowman County,North Dakota,ND,3238,242,74.74,7.474,38,11
Grand Isle County,Vermont,VT,6945,519,74.73,7.473,50,13
Teller County,Colorado,CO,23472,1752,74.64,7.464,8,119
Aleutians West Census Area,Alaska,AK,5714,426,74.55,7.455,2,16
Burleigh County,North Dakota,ND,90560,6745,74.48,7.448,38,15
Jasper County,Indiana,IN,33461,2488,74.36,7.436,18,73
Fairbanks North Star Borough,Alaska,AK,100150,7444,74.33,7.433,2,90
Bergen County,New Jersey,NJ,930310,69119,74.3,7.43,34,3
Marshall County,Minnesota,MN,9406,698,74.21,7.421,27,89
Boone County,Nebraska,NE,5353,394,73.6,7.36,31,11
Union County,Ohio,OH,53955,3965,73.49,7.349,39,159
Hancock County,Indiana,IN,71955,5274,73.3,7.33,18,59
Clear Creek County,Colorado,CO,9238,677,73.28,7.328,8,19
Rush County,Kansas,KS,3144,230,73.16,7.316,20,165
Mercer County,North Dakota,ND,8671,634,73.12,7.312,38,57
Teton County,Wyoming,WY,22623,1650,72.93,7.293,56,39
Waseca County,Minnesota,MN,19034,1387,72.87,7.287,27,161
Anoka County,Minnesota,MN,341249,24864,72.86,7.286,27,3
Scurry County,Texas,TX,17314,1261,72.83,7.283,48,415
Chesterfield County,Virginia,VA,331839,24148,72.77,7.277,51,41
Juneau City and Borough,Alaska,AK,32524,2365,72.72,7.272,2,110
Mitchell County,Texas,TX,8995,654,72.71,7.271,48,335
Stanton County,Kansas,KS,2115,153,72.34,7.234,20,187
Stillwater County,Montana,MT,9342,675,72.25,7.225,30,95
Ellsworth County,Kansas,KS,6375,460,72.16,7.216,20,53
Storey County,Nevada,NV,3941,284,72.06,7.206,32,29
Tooele County,Utah,UT,61986,4429,71.45,7.145,49,45
Williamson County,Texas,TX,490619,35045,71.43,7.143,48,491
Davis County,Utah,UT,329292,23498,71.36,7.136,49,11
Stanley County,South Dakota,SD,2964,211,71.19,7.119,46,117
Garfield County,Nebraska,NE,1968,140,71.14,7.114,31,71
Bristol Bay Borough,Alaska,AK,942,67,71.13,7.113,2,60
Dakota County,Minnesota,MN,411402,29265,71.13,7.113,27,37
Suffolk County,New York,NY,1498130,106499,71.09,7.109,36,103
Isanti County,Minnesota,MN,38461,2732,71.03,7.103,27,59
Fayette County,Georgia,GA,109495,7774,71,7.1,13,113
Ward County,North Dakota,ND,68954,4889,70.9,7.09,38,101
Oconee County,Georgia,GA,35071,2485,70.86,7.086,13,219
Winneshiek County,Iowa,IA,20789,1472,70.81,7.081,19,191
Concho County,Texas,TX,4142,293,70.74,7.074,48,95
Collin County,Texas,TX,886633,62651,70.66,7.066,48,85
Warren County,Iowa,IA,48170,3402,70.62,7.062,19,181
Sioux County,Iowa,IA,34621,2444,70.59,7.059,19,167
Platte County,Missouri,MO,94970,6689,70.43,7.043,29,165
Kidder County,North Dakota,ND,2419,170,70.28,7.028,38,43
Douglas County,South Dakota,SD,2961,208,70.25,7.025,46,43
Chester County,Pennsylvania,PA,512028,35883,70.08,7.008,42,29
Sherburne County,Minnesota,MN,91188,6382,69.99,6.999,27,141
Frederick County,Maryland,MD,243465,16995,69.8,6.98,24,21
Griggs County,North Dakota,ND,2311,161,69.67,6.967,38,39
Prince William County,Virginia,VA,443630,30869,69.58,6.958,51,153
DuPage County,Illinois,IL,930514,64677,69.51,6.951,17,43
Cass County,Nebraska,NE,25463,1764,69.28,6.928,31,25
Greeley County,Kansas,KS,1235,85,68.83,6.883,20,71
Gilpin County,Colorado,CO,5708,392,68.68,6.868,8,47
Litchfield County,Connecticut,CT,185141,12706,68.63,6.863,9,5
Montgomery County,Maryland,MD,1026371,69889,68.09,6.809,24,31
Middlesex County,Connecticut,CT,164438,11193,68.07,6.807,9,7
Geauga County,Ohio,OH,94020,6399,68.06,6.806,39,55
Bremer County,Iowa,IA,24663,1677,68,6.8,19,17
Kearney County,Nebraska,NE,6548,443,67.65,6.765,31,99
Dickinson County,Iowa,IA,17046,1153,67.64,6.764,19,59
Fallon County,Montana,MT,2913,197,67.63,6.763,30,25
Foard County,Texas,TX,1320,89,67.42,6.742,48,155
Osage County,Missouri,MO,13704,923,67.35,6.735,29,151
Madison County,Iowa,IA,15661,1054,67.3,6.73,19,121
Logan County,North Dakota,ND,1939,130,67.04,6.704,38,47
Garfield County,Montana,MT,1061,71,66.92,6.692,30,33
Perkins County,Nebraska,NE,2911,194,66.64,6.664,31,135
Fluvanna County,Virginia,VA,26046,1726,66.27,6.627,51,65
Ohio County,Indiana,IN,6003,397,66.13,6.613,18,115
Wabaunsee County,Kansas,KS,6960,459,65.95,6.595,20,197
Bristol County,Rhode Island,RI,49228,3246,65.94,6.594,44,1
Dodge County,Minnesota,MN,20361,1341,65.86,6.586,27,39
Stark County,North Dakota,ND,29837,1961,65.72,6.572,38,89
Medina County,Ohio,OH,175543,11532,65.69,6.569,39,103
Renville County,North Dakota,ND,2573,169,65.68,6.568,38,75
Norfolk County,Massachusetts,MA,691218,45372,65.64,6.564,25,21
Wabasha County,Minnesota,MN,21327,1399,65.6,6.56,27,157
Queen Anne's County,Maryland,MD,48712,3139,64.44,6.444,24,35
Pierce County,Nebraska,NE,7179,460,64.08,6.408,31,139
Montgomery County,Pennsylvania,PA,815876,52250,64.04,6.404,42,91
Forsyth County,Georgia,GA,203841,13024,63.89,6.389,13,117
Union County,South Dakota,SD,14842,943,63.54,6.354,46,127
Cedar County,Iowa,IA,18389,1162,63.19,6.319,19,31
Burlington County,New Jersey,NJ,450236,28440,63.17,6.317,34,5
Saratoga County,New York,NY,224929,14193,63.1,6.31,36,91
Calumet County,Wisconsin,WI,49653,3129,63.02,6.302,55,15
McPherson County,Kansas,KS,29164,1833,62.85,6.285,20,113
Park County,Colorado,CO,16440,1022,62.17,6.217,8,93
Pawnee County,Kansas,KS,6840,423,61.84,6.184,20,145
Sarpy County,Nebraska,NE,172460,10597,61.45,6.145,31,153
Rockwall County,Texas,TX,88010,5380,61.13,6.113,48,397
Tolland County,Connecticut,CT,151689,9223,60.8,6.08,9,13
Hanover County,Virginia,VA,102199,6201,60.68,6.068,51,85
Kendall County,Texas,TX,39010,2363,60.57,6.057,48,259
York County,Virginia,VA,66919,4052,60.55,6.055,51,199
Crook County,Wyoming,WY,7284,441,60.54,6.054,56,11
Steele County,North Dakota,ND,1969,119,60.44,6.044,38,91
Sheridan County,Kansas,KS,2522,152,60.27,6.027,20,179
Boone County,Indiana,IN,61884,3719,60.1,6.01,18,11
St. Charles County,Missouri,MO,379856,22765,59.93,5.993,29,183
Fairfax city,Virginia,VA,23620,1415,59.91,5.991,51,600
Johnson County,Kansas,KS,572428,34189,59.73,5.973,20,91
Calvert County,Maryland,MD,90527,5400,59.65,5.965,24,9
Hand County,South Dakota,SD,3311,197,59.5,5.95,46,59
Fauquier County,Virginia,VA,68025,4042,59.42,5.942,51,61
Fairfax County,Virginia,VA,1132887,67306,59.41,5.941,51,59
Anne Arundel County,Maryland,MD,559737,33168,59.26,5.926,24,3
Nassau County,New York,NY,1356801,80282,59.17,5.917,36,59
Livingston County,Michigan,MI,185841,10972,59.04,5.904,26,93
Aurora County,South Dakota,SD,2732,161,58.93,5.893,46,3
Broomfield County,Colorado,CO,62449,3667,58.72,5.872,8,14
Wichita County,Kansas,KS,2168,127,58.58,5.858,20,203
Bucks County,Pennsylvania,PA,626220,36635,58.5,5.85,42,17
Grundy County,Iowa,IA,12373,722,58.35,5.835,19,75
Frederick County,Virginia,VA,82321,4800,58.31,5.831,51,69
Carson County,Texas,TX,6027,351,58.24,5.824,48,65
Johnson County,Wyoming,WY,8572,499,58.21,5.821,56,19
Pembina County,North Dakota,ND,7136,415,58.16,5.816,38,67
Chisago County,Minnesota,MN,54041,3137,58.05,5.805,27,25
Sussex County,New Jersey,NJ,144694,8358,57.76,5.776,34,37
Lyon County,Iowa,IA,11730,675,57.54,5.754,19,119
Sargent County,North Dakota,ND,3889,221,56.83,5.683,38,81
Scott County,Minnesota,MN,139490,7905,56.67,5.667,27,139
Dallas County,Iowa,IA,78074,4424,56.66,5.666,19,49
Gosper County,Nebraska,NE,1977,112,56.65,5.665,31,73
Piatt County,Illinois,IL,16469,927,56.29,5.629,17,147
Hodgeman County,Kansas,KS,1919,108,56.28,5.628,20,83
Washington County,Wisconsin,WI,133422,7486,56.11,5.611,55,131
Carroll County,Maryland,MD,167535,9383,56.01,5.601,24,13
St. Croix County,Wisconsin,WI,86726,4851,55.93,5.593,55,109
